,Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Price,Year,Types,City,Discount
403,2021 Renault TRIBER RXZ AT,AUTOMATIC,5948,Petrol,2nd Owner,KA-01-x-xxxx,15425,851999,2021,Renault,Bangalore,821399
404,2019 Honda Amaze 1.2 EMT I VTEC,MANUAL,18608,Petrol,1st Owner,RJ-45,11941,610799,2019,Honda,Jaipur,610799
405,2019 Maruti Dzire ZDI Plus AMT,AUTOMATIC,84071,Diesel,1st Owner,MP-41,16018,852999,2019,Maruti,Indore,852999
406,2014 Maruti Swift VDI,MANUAL,78777,Diesel,2nd Owner,KL-58,7458,447199,2014,Maruti,Kochi,381499
407,2012 Maruti Alto LXI,MANUAL,85311,Petrol + CNG,3rd Owner,AP-28-x-xxxx,3887,198799,2012,Maruti,Hyderabad,198799
408,2018 Hyundai Elite i20 Magna Executive 1.2,MANUAL,90874,Petrol,1st Owner,MH-05,10123,586699,2018,Hyundai,Mumbai,517799
409,2020 KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,AUTOMATIC,28717,Petrol,1st Owner,MH-12,34345,1828899,2020,KIA,Pune,1828899
410,2022 Hyundai VENUE S MT 1.2 KAPPA,MANUAL,3091,Petrol,1st Owner,DL-10,17536,946999,2022,Hyundai,New Delhi,933799
411,2021 Mahindra XUV500 W11 AT,AUTOMATIC,13545,Diesel,1st Owner,GJ-01,37182,2127799,2021,Mahindra,Ahmedabad,1979999
412,2021 Toyota URBAN CRUISER PREMIUM MT,Manual,11821,Petrol,1st Owner,KA-51-x-xxxx,20805,1107899,2021,Toyota,Bangalore,1107899
413,2022 Honda City V MT PETROL,MANUAL,9354,Petrol,1st Owner,TS-09-x-xxxx,22285,1224599,2022,Honda,Hyderabad,1186699
414,2020 Maruti Eeco 5 STR WITH AC PLUSHTR,MANUAL,7842,Petrol,2nd Owner,KA-05-x-xxxx,9578,489899,2020,Maruti,Bangalore,489899
415,2022 Mahindra Thar LX HT PETROL 4WD MT,Manual,4460,Petrol,1st Owner,HR-26,28846,1536099,2022,Mahindra,New Delhi,1536099
416,2022 KIA SELTOS HTK 1.5 PETROL,MANUAL,1644,Petrol,1st Owner,GJ-01,23147,1259399,2022,KIA,Ahmedabad,1232599
417,2014 Maruti Celerio VXI AMT,AUTOMATIC,96281,Petrol,2nd Owner,GJ-01,7085,367399,2014,Maruti,Ahmedabad,362399
418,2014 Maruti Alto 800 LXI,MANUAL,34441,Petrol,2nd Owner,MH-14,3890,198999,2014,Maruti,Pune,198999
419,2021 Mahindra XUV 3OO W8 DIESEL MT,Manual,9194,Diesel,1st Owner,KA-05-x-xxxx,23186,1408699,2021,Mahindra,Bangalore,1234699
420,2011 Hyundai Santro Xing GL PLUS,MANUAL,59621,Petrol,2nd Owner,KA-41-x-xxxx,5849,299199,2011,Hyundai,Bangalore,299199
421,2021 Hyundai NEW I20 ASTA 1.2 MT,Manual,9931,Petrol,1st Owner,UP-32-x-xxxx,17727,951299,2021,Hyundai,Lucknow,943999
422,2020 Maruti New  Wagon-R VXI 1.0,MANUAL,35868,Petrol,1st Owner,UP-32-x-xxxx,10389,563399,2020,Maruti,Lucknow,531399
423,2017 Hyundai Creta 1.6 SX (O) CRDI,MANUAL,25229,Diesel,2nd Owner,TN-05-x-xxxx,21387,1138899,2017,Hyundai,Chennai,1138899
424,2019 KIA SELTOS HTX 1.5 DIESEL,MANUAL,24964,Diesel,1st Owner,TN-09-x-xxxx,28090,1495799,2019,KIA,Chennai,1495799
425,2014 Volkswagen Vento HIGHLINE DIESEL,MANUAL,80674,Diesel,1st Owner,MH-05,9284,474899,2014,Volkswagen,Mumbai,474899
426,2020 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,21842,Diesel,1st Owner,GJ-01,25722,1390899,2020,KIA,Ahmedabad,1369699
427,2014 Maruti Swift Dzire VDI,MANUAL,64987,Diesel,1st Owner,TS-10-x-xxxx,11681,597499,2014,Maruti,Hyderabad,597499
428,2019 Volkswagen Vento 1.2 TSI HIGHLINE PLUS AT,AUTOMATIC,84092,Petrol,1st Owner,TN-22-x-xxxx,17474,952999,2019,Volkswagen,Chennai,930499
429,2019 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,26744,Petrol + CNG,3rd Owner,DL-5C,10199,521699,2019,Maruti,New Delhi,521699
430,2020 Renault TRIBER RXZ AT,AUTOMATIC,13066,Petrol,2nd Owner,TN-19-x-xxxx,12758,686599,2020,Renault,Chennai,652599
431,2016 Mahindra Scorpio S10,MANUAL,43912,Diesel,1st Owner,DL-12,18602,1156649,2016,Mahindra,New Delhi,990599
432,2020 Hyundai Elite i20 1.2 SPORTS PLUS VTVT,MANUAL,43637,Petrol,1st Owner,MP-04,14784,756199,2020,Hyundai,Indore,756199
433,2014 Hyundai Grand i10 ASTA 1.2 AT VTVT,AUTOMATIC,75612,Petrol,1st Owner,TS-13-x-xxxx,9361,483899,2014,Hyundai,Hyderabad,478799
434,2021 Hyundai NEW I20 SPORTZ 1.2 MT,Manual,8456,Petrol,1st Owner,MP-04,16141,866399,2021,Hyundai,Indore,859499
435,2014 Datsun Go T,MANUAL,18316,Petrol,2nd Owner,MH-12,3744,191499,2014,Datsun,Pune,191499
436,2019 Hyundai Creta 1.6 SX VTVT,MANUAL,22050,Petrol,1st Owner,UP-32-x-xxxx,21010,1146399,2019,Hyundai,Lucknow,1118799
437,2016 Honda Brio 1.2 S MT I VTEC,MANUAL,89706,Petrol,1st Owner,RJ-02,7898,403999,2016,Honda,Jaipur,403999
438,2018 Maruti Celerio VXI,MANUAL,14450,Petrol,1st Owner,UP-16-x-xxxx,9134,467199,2018,Maruti,Lucknow,467199
439,2021 Volkswagen Vento COMFORTLINE 1.0 TSI MT,MANUAL,23049,Petrol,1st Owner,GJ-01,16217,930799,2021,Volkswagen,Ahmedabad,863599
440,2016 Ford Ecosport 1.5 TREND TI VCT,MANUAL,46061,Petrol,2nd Owner,MH-47,10453,534699,2016,Ford,Mumbai,534699
441,2018 Honda Jazz 1.2 V MT,MANUAL,26896,Petrol,1st Owner,MH-46,12217,653599,2018,Honda,Pune,624899
442,2022 Tata Safari XT+2.0 KRYOTEC,MANUAL,6131,Diesel,1st Owner,HR-51,38632,2057199,2022,Tata,New Delhi,2057199
443,2020 KIA SELTOS HTK PLUS 1.5 DIESEL,MANUAL,53390,Diesel,1st Owner,GJ-16,24307,1302799,2020,KIA,Ahmedabad,1294399
444,2015 Maruti Alto K10 VXI,MANUAL,42413,Petrol,1st Owner,UP-32-x-xxxx,5165,278599,2015,Maruti,Lucknow,264199
445,2019 Hyundai Verna 1.6 SX VTVT (O),MANUAL,16014,Petrol,1st Owner,MH-04,17710,1029099,2019,Hyundai,Pune,943099
446,2022 Hyundai NEW I20 N LINE N8 1.0 TURBO GDI DCT,Manual,14919,Petrol,1st Owner,HR-14,23752,1307799,2022,Hyundai,New Delhi,1264799
447,2016 Hyundai Eon ERA PLUS,MANUAL,40136,Petrol,1st Owner,RJ-14,5562,284499,2016,Hyundai,Jaipur,284499
448,2019 Mahindra TUV300 T4+,MANUAL,74457,Diesel,1st Owner,UP-32-x-xxxx,12905,660099,2019,Mahindra,Lucknow,660099
449,2019 Maruti Baleno ZETA 1.2 K12,MANUAL,42941,Petrol,2nd Owner,MP-09,13535,698399,2019,Maruti,Indore,692299
450,2014 Maruti Wagon R 1.0 VXI,MANUAL,10953,Petrol,1st Owner,WB-12,6972,356599,2014,Maruti,Kolkata,356599
451,2018 Mahindra TUV300 T 10 MT Dual Tone,MANUAL,76226,Diesel,1st Owner,WB-10,13842,707999,2018,Mahindra,Kolkata,707999
452,2015 Hyundai Eon MAGNA PLUS,MANUAL,38983,Petrol,1st Owner,KL-07,5609,286899,2015,Hyundai,Kochi,286899
453,2013 Volkswagen Vento HIGHLINE PETROL,MANUAL,97393,Petrol,1st Owner,GJ-01,8506,435099,2013,Volkswagen,Ahmedabad,435099
454,2015 Mahindra XUV500 W8 FWD,MANUAL,95615,Diesel,2nd Owner,RJ-14,14989,771699,2015,Mahindra,Jaipur,766699
455,2019 Tata Harrier XZ 2.0L Kryotec,MANUAL,35740,Diesel,2nd Owner,RJ-45,24892,1435299,2019,Tata,Jaipur,1325499
456,2021 Nissan MAGNITE XL MT,Manual,32619,Petrol,1st Owner,TS-08-x-xxxx,13296,680099,2021,Nissan,Hyderabad,680099
457,2020 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,40617,Petrol,2nd Owner,TS-07-x-xxxx,11689,612499,2020,Volkswagen,Hyderabad,597899
458,2019 Honda Amaze 1.2 SMT I VTEC,MANUAL,19610,Petrol,1st Owner,RJ-45,13435,687199,2019,Honda,Jaipur,687199
459,2019 Maruti Celerio VXI CNG OPT,MANUAL,46053,Petrol + CNG,1st Owner,MH-12,11400,583099,2019,Maruti,Pune,583099
460,2019 Volkswagen Polo HIGH LINE PLUS 1.0,MANUAL,36825,Petrol + CNG,2nd Owner,GJ-06,11732,617799,2019,Volkswagen,Ahmedabad,600099
461,2012 Hyundai Eon MAGNA,MANUAL,48802,Petrol,1st Owner,WB-18,3912,200099,2012,Hyundai,Kolkata,200099
462,2020 Hyundai AURA S CNG,MANUAL,33753,Petrol + CNG,1st Owner,UP-41-x-xxxx,15921,847799,2020,Hyundai,Lucknow,847799
463,2017 Toyota Innova Crysta 2.4 GX 7 STR,MANUAL,76531,Diesel,2nd Owner,KL-10,26135,1391699,2017,Toyota,Kochi,1391699
464,2018 Tata Tiago XE 1.2 REVOTRON,MANUAL,94860,Petrol,1st Owner,TS-08-x-xxxx,7736,395699,2018,Tata,Hyderabad,395699
465,2015 Honda Amaze 1.2 SMT I VTEC,MANUAL,81544,Petrol,2nd Owner,TS-15-x-xxxx,9023,467899,2015,Honda,Hyderabad,461549
466,2020 Hyundai Creta 1.5 SX (O),MANUAL,20912,Diesel,1st Owner,GJ-16,32546,1733099,2020,Hyundai,Ahmedabad,1733099
467,2018 Maruti Vitara Brezza ZDI,MANUAL,51520,Diesel,1st Owner,TS-07-x-xxxx,18467,983399,2018,Maruti,Hyderabad,983399
468,2016 Mahindra NUVOSPORT N8 mHAWK,MANUAL,65466,Diesel,1st Owner,"Valid upto Nov 2023
3rd Party",7920,427099,2016,Mahindra,Lucknow,405099
469,2014 Honda Amaze 1.2 SX MT I VTEC,MANUAL,45525,Petrol,1st Owner,DL-10,8839,452099,2014,Honda,New Delhi,452099
470,2016 Maruti Celerio VXI,MANUAL,29868,Petrol,1st Owner,TN-09-x-xxxx,8776,448899,2016,Maruti,Chennai,448899
471,2019 Ford Ecosport 1.5 TITANIUM THUNDER EDITION TI VCT,MANUAL,44039,Petrol,1st Owner,KA-05-x-xxxx,18901,1013799,2019,Ford,Bangalore,1006499
472,2017 Renault Kwid RXT 1.0 EASY-R AT OPTION,AUTOMATIC,7529,Petrol,1st Owner,KL-07,8407,429999,2017,Renault,Kochi,429999
473,2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,43981,Petrol,1st Owner,KL-26,18056,1009099,2018,Ford,Kochi,961499
474,2016 Ford Ecosport 1.5 TITANIUM TI VCT AT,AUTOMATIC,51943,Petrol,2nd Owner,KA-03-x-xxxx,13939,731899,2016,Ford,Bangalore,712999
475,2018 Ford FREESTYLE TITANIUM + 1.2 TI-VCT,MANUAL,46575,Petrol,1st Owner,MH-01,11124,568999,2018,Ford,Mumbai,568999
476,2021 Volkswagen Vento Highline 1.0 TSI MT,MANUAL,36910,Petrol,1st Owner,TS-05-x-xxxx,18666,1041799,2021,Volkswagen,Hyderabad,993999
477,2016 Renault Kwid RXT,MANUAL,71078,Petrol,1st Owner,MH-12,6461,330499,2016,Renault,Pune,330499
478,2018 Mahindra XUV500 W10 AT,AUTOMATIC,75852,Diesel,2nd Owner,KA-04-x-xxxx,26760,1650499,2018,Mahindra,Bangalore,1424999
479,2021 Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,AUTOMATIC,27160,Petrol,1st Owner,TN-85-x-xxxx,22428,1221499,2021,Volkswagen,Chennai,1194299
480,2019 Honda City V MT PETROL,MANUAL,45063,Petrol,1st Owner,WB-06,16443,968599,2019,Honda,Kolkata,875599
481,2018 Maruti Baleno DELTA 1.2 K12,MANUAL,47282,Petrol,1st Owner,MP-04,11693,626499,2018,Maruti,Indore,598099
482,2016 Volkswagen Ameo COMFORTLINE 1.2,MANUAL,61354,Petrol,1st Owner,TN-10-x-xxxx,9558,488899,2016,Volkswagen,Chennai,488899
483,2019 KIA SELTOS GTX 1.4 GDI AT PETROL,AUTOMATIC,22042,Petrol,1st Owner,MP-04,26662,1571499,2019,KIA,Indore,1419799
484,2022 KIA CARENS LUXURY 1.4G MT 7STR,Manual,1925,Petrol,1st Owner,HR-98,30815,1666999,2022,KIA,New Delhi,1640949
485,2021 Mahindra Bolero B6 (O),MANUAL,38143,Diesel,1st Owner,UP-78-x-xxxx,17312,975199,2021,Mahindra,Lucknow,921899
486,2020 Tata Tiago XZ+ 1.2 Revotron,MANUAL,67113,Petrol,1st Owner,KA-50-x-xxxx,12688,648999,2020,Tata,Bangalore,648999
487,2015 Maruti Celerio VXI AMT,AUTOMATIC,41383,Petrol + CNG,2nd Owner,KA-01-x-xxxx,8377,428499,2015,Maruti,Bangalore,428499
488,2021 Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT,AUTOMATIC,18774,Petrol,1st Owner,MH-06,26621,1497999,2021,Volkswagen,Mumbai,1417599
489,2018 Maruti Celerio VXI CNG,MANUAL,78516,Petrol + CNG,2nd Owner,GJ-18,9355,478499,2018,Maruti,Ahmedabad,478499
490,2019 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,82792,Petrol + CNG,1st Owner,MH-12,10954,579599,2019,Maruti,Pune,560299
491,2019 Maruti S PRESSO VXI PLUS,MANUAL,31739,Petrol,2nd Owner,UP-32-x-xxxx,8649,458499,2019,Maruti,Lucknow,442399
492,2011 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,104862,Petrol,1st Owner,KL-42,4340,256999,2011,Hyundai,Kochi,221999
493,2014 Hyundai i10 SPORTZ 1.1 IRDE2,MANUAL,50714,Petrol,2nd Owner,TN-06-x-xxxx,7396,378299,2014,Hyundai,Chennai,378299
494,2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT,AUTOMATIC,15763,Petrol,1st Owner,WB-20,19776,1063199,2019,Hyundai,Kolkata,1053099
495,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,MANUAL,41418,Petrol,1st Owner,MP-04,8852,476799,2017,Hyundai,Indore,452799
496,2022 Honda WR-V 1.2 i-VTEC VX MT,MANUAL,6644,Petrol,1st Owner,DL-8C,19412,1063599,2022,Honda,New Delhi,1033699
497,2022 Volkswagen TAIGUN COMFORTLINE  1.0 TSI MT,Manual,38802,Petrol,1st Owner,KA-09-x-xxxx,24144,1285699,2022,Volkswagen,Bangalore,1285699
498,2014 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,87581,Petrol,1st Owner,AP-29-x-xxxx,7584,387899,2014,Hyundai,Hyderabad,387899
499,2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,MANUAL,50460,Petrol,1st Owner,KL-16,10708,613699,2019,Hyundai,Kochi,547699
500,2020 Maruti Celerio VXI CNG,MANUAL,67041,Petrol + CNG,1st Owner,MH-43,9408,523899,2020,Maruti,Mumbai,481199
501,2019 Ford Ecosport 1.5 TITANIUM + (SUNROOF),MANUAL,18779,Petrol,1st Owner,RJ-45,16219,903749,2019,Ford,Jaipur,863699
502,2016 Toyota Corolla Altis G AT,AUTOMATIC,60337,Petrol,1st Owner,MH-04,15887,919199,2016,Toyota,Mumbai,845999
503,2020 Renault TRIBER 1.0 RXZ,MANUAL,59044,Petrol,1st Owner,TN-14-x-xxxx,13216,728399,2020,Renault,Chennai,675999
504,2021 Renault Kiger RXZ 1.0 TURBO MT,Manual,4761,Petrol,1st Owner,KA-51-x-xxxx,18403,1006799,2021,Renault,Bangalore,979999
505,2020 Hyundai GRAND I10 NIOS MAGNA 1.2 MT,MANUAL,30010,Petrol,1st Owner,MP-04,11903,627799,2020,Hyundai,Indore,608849
506,2021 MG HECTOR SUPER HYBRID PETROL MT,MANUAL,7297,Petrol,1st Owner,RJ-45,28707,1548799,2021,MG,Jaipur,1528699
507,2020 KIA SONET GTX PLUS DCT 1.0,Manual,6178,Petrol,1st Owner,KA-03-x-xxxx,25805,1442099,2020,KIA,Bangalore,1374149
508,2015 Ford Ecosport 1.5 TREND TDCI,MANUAL,51696,Diesel,3rd Owner,TN-02-x-xxxx,10895,557299,2015,Ford,Chennai,557299
509,2022 Datsun Redi Go T (O),MANUAL,600,Petrol,1st Owner,MH-12,9234,508499,2022,Datsun,Pune,472299
510,2021 MG HECTOR SHARP DCT PETROL,AUTOMATIC,4025,Petrol,1st Owner,MP-04,29922,1769499,2021,MG,Indore,1593399
511,2016 Maruti Swift Dzire LXI OPT,MANUAL,28164,Petrol,2nd Owner,WB-20,7845,435199,2016,Maruti,Kolkata,401299
512,2021 Maruti S PRESSO VXI PLUS AGS,AUTOMATIC,10237,Petrol,2nd Owner,KA-51-x-xxxx,10776,566799,2021,Maruti,Bangalore,551199
513,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,36392,Petrol,1st Owner,AP-29-x-xxxx,9486,485199,2014,Hyundai,Hyderabad,485199
514,2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,53428,Petrol + CNG,1st Owner,MH-12,8516,440599,2014,Maruti,Pune,435599
515,2018 Hyundai Creta 1.6 SX CRDI,MANUAL,70988,Diesel,1st Owner,RJ-45,21577,1250899,2018,Hyundai,Jaipur,1148999
516,2014 Hyundai Grand i10 SPORTZ 1.1 CRDI,MANUAL,70870,Diesel,1st Owner,AP-28-x-xxxx,8080,418299,2014,Hyundai,Hyderabad,413299
517,2020 Maruti Alto LXI,MANUAL,6272,Petrol,3rd Owner,WB-24,6745,344999,2020,Maruti,Kolkata,344999
518,2014 Ford Ecosport 1.0 ECOBOOST TITANIUM,MANUAL,75658,Petrol,1st Owner,WB-20,10774,551099,2014,Ford,Kolkata,551099
519,2019 Hyundai Creta 1.4 E PLUS CRDI,MANUAL,70737,Diesel,2nd Owner,MP-09,18788,1005499,2019,Hyundai,Indore,1000499
520,2019 Tata Tiago XE 1.2 REVOTRON,MANUAL,26524,Petrol,1st Owner,KL-42,8299,424499,2019,Tata,Kochi,424499
521,2016 Renault Kwid RXT Opt,MANUAL,17147,Petrol,1st Owner,KA-02-x-xxxx,7462,381699,2016,Renault,Bangalore,381699
522,2016 Mahindra XUV500 W6 AT,AUTOMATIC,89755,Diesel,2nd Owner,MH-14,20614,1097699,2016,Mahindra,Pune,1097699
523,2012 Mahindra XUV500 W6 4X2,MANUAL,45780,Diesel,1st Owner,KL-07,13488,689899,2012,Mahindra,Kochi,689899
524,2019 Mahindra KUV 100 NXT K2 6 STR,MANUAL,35513,Petrol,1st Owner,RJ-08,7873,402699,2019,Mahindra,Jaipur,402699
525,2019 Tata NEXON XZA + 1.2 PETROL A/T,AUTOMATIC,8220,Petrol,1st Owner,MH-04,17855,997799,2019,Tata,Mumbai,950799
526,2020 KIA SELTOS HTK 1.5 PETROL,MANUAL,14469,Petrol,1st Owner,GJ-01,20582,1095999,2020,KIA,Ahmedabad,1095999
527,2021 Renault Kwid RXL,MANUAL,16973,Petrol,1st Owner,HR-51,8186,423699,2021,Renault,New Delhi,418699
528,2020 KIA SELTOS HTK 1.5 PETROL,MANUAL,25188,Petrol,1st Owner,UP-32-x-xxxx,19707,1049399,2020,KIA,Lucknow,1049399
529,2016 Tata Tiago XM 1.2 REVOTRON,MANUAL,29892,Petrol,1st Owner,WB-24,6240,319199,2016,Tata,Kolkata,319199
530,2017 Hyundai Eon ERA PLUS (O),MANUAL,29305,Petrol,1st Owner,UP-32-x-xxxx,6242,324299,2017,Hyundai,Lucknow,319299
531,2016 Honda Jazz 1.2 V AT,AUTOMATIC,42524,Petrol,2nd Owner,TS-09-x-xxxx,13069,677899,2016,Honda,Hyderabad,668499
532,2020 Toyota YARIS J MT,MANUAL,45304,Petrol,1st Owner,UP-32-x-xxxx,15170,834399,2020,Toyota,Lucknow,807799
533,2014 Honda Brio 1.2 S MT I VTEC,MANUAL,77690,Petrol,1st Owner,MH-02,6837,362599,2014,Honda,Pune,349699
534,2016 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,79086,Petrol,2nd Owner,MH-01,11192,620399,2016,Volkswagen,Pune,572499
535,2014 Maruti Swift VXI,MANUAL,54514,Petrol,3rd Owner,AP-16-x-xxxx,8756,455999,2014,Maruti,Hyderabad,447849
536,2013 Toyota Etios G,MANUAL,43677,Petrol,1st Owner,TN-09-x-xxxx,8809,450599,2013,Toyota,Chennai,450599
537,2010 Maruti Ritz ZXI,MANUAL,47638,Petrol,1st Owner,KA-04-x-xxxx,7288,372799,2010,Maruti,Bangalore,372799
538,2018 Tata TIGOR XZ 1.2 REVOTRON,MANUAL,36989,Petrol,2nd Owner,GJ-27,10356,529699,2018,Tata,Ahmedabad,529699
539,2019 Mahindra XUV500 W9,MANUAL,66299,Diesel,1st Owner,KA-03-x-xxxx,28071,1644099,2019,Mahindra,Bangalore,1494799
540,2020 Maruti New  Wagon-R VXI 1.0,MANUAL,4685,Petrol,1st Owner,UP-42-x-xxxx,11067,566099,2020,Maruti,Lucknow,566099
541,2020 Maruti S PRESSO VXI PLUS,MANUAL,11036,Petrol,1st Owner,TS-05-x-xxxx,9609,512299,2020,Maruti,Hyderabad,491499
542,2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,57633,Petrol,1st Owner,MP-04,10213,522399,2018,Volkswagen,Indore,522399
543,2016 Hyundai Elite i20 SPORTZ 1.2,MANUAL,83185,Petrol + CNG,2nd Owner,GJ-18,10882,556599,2016,Hyundai,Ahmedabad,556599
544,2019 Hyundai Elite i20 ERA 1.2,MANUAL,21415,Petrol,1st Owner,WB-12,10418,537899,2019,Hyundai,Kolkata,532899
545,2019 Toyota YARIS J MT,MANUAL,49120,Petrol,1st Owner,MH-01,14457,807399,2019,Toyota,Pune,739499
546,2013 Maruti Swift VXI,MANUAL,57228,Petrol,1st Owner,GJ-18,8235,421199,2013,Maruti,Ahmedabad,421199
547,2017 Nissan Micra Active XV,MANUAL,58937,Petrol,2nd Owner,KA-03-x-xxxx,8579,443799,2017,Nissan,Bangalore,438799
548,2021 Hyundai Creta S PETROL MT,MANUAL,2771,Petrol,1st Owner,GJ-27,23141,1297599,2021,Hyundai,Ahmedabad,1232299
549,2018 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,26383,Petrol,1st Owner,DL-8C,9953,517699,2018,Hyundai,New Delhi,509099
550,2011 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,86627,Petrol,2nd Owner,TN-10-x-xxxx,5959,304799,2011,Hyundai,Chennai,304799
551,2014 Toyota Etios G,MANUAL,63922,Petrol,1st Owner,KL-07,6833,349499,2014,Toyota,Kochi,349499
552,2018 Tata Tiago XT 1.2 REVOTRON,MANUAL,44296,Petrol,2nd Owner,TN-91-x-xxxx,9234,496299,2018,Tata,Chennai,472299
553,2021 Maruti Vitara Brezza ZXI +,MANUAL,12529,Petrol,1st Owner,TS-07-x-xxxx,20016,1065899,2021,Maruti,Hyderabad,1065899
554,2020 Toyota YARIS V MT,MANUAL,23415,Petrol,1st Owner,TN-19-x-xxxx,18747,1055699,2020,Toyota,Chennai,998299
555,2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,19921,Petrol + CNG,1st Owner,MH-12,13188,687199,2021,Maruti,Pune,674549
556,2016 Maruti Alto K10 LXI CNG,MANUAL,55888,Petrol + CNG,2nd Owner,DL-8C,6139,313999,2016,Maruti,New Delhi,313999
557,2019 Volkswagen Polo COMFORTLINE  CUP EDITION,MANUAL,11718,Petrol,1st Owner,MH-04,13558,760399,2019,Volkswagen,Mumbai,693499
558,2019 Tata NEXON XM 1.2,MANUAL,37021,Petrol,1st Owner,KA-27-x-xxxx,15482,791899,2019,Tata,Bangalore,791899
559,2016 Renault Kwid RXT,MANUAL,60708,Petrol,1st Owner,MH-05,6800,347799,2016,Renault,Pune,347799
560,2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,67076,Diesel,1st Owner,TS-08-x-xxxx,18208,969599,2018,Ford,Hyderabad,969599
561,2011 Hyundai i10 MAGNA 1.2,MANUAL,65698,Petrol,1st Owner,KA-04-x-xxxx,5826,298024,2011,Hyundai,Bangalore,298024
562,2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,16053,Petrol,1st Owner,KL-09,18420,1048199,2018,Ford,Kochi,980899
563,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,2126,Petrol,1st Owner,KA-53-x-xxxx,12680,648599,2019,Hyundai,Bangalore,648599
564,2018 Hyundai Elite i20 Magna Executive Diesel,MANUAL,86280,Diesel,2nd Owner,TS-07-x-xxxx,12502,653499,2018,Hyundai,Hyderabad,639499
565,2019 Honda Civic ZX CVT PETROL,AUTOMATIC,9904,Petrol,1st Owner,WB-02,30238,1658599,2019,Honda,Kolkata,1610199
566,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,44095,Petrol,1st Owner,RJ-14,9296,475499,2014,Hyundai,Jaipur,475499
567,2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,29400,Petrol,1st Owner,TN-02-x-xxxx,15594,830399,2018,Ford,Chennai,830399
568,2021 Nissan MAGNITE XV MT PETROL,Manual,23745,Petrol,1st Owner,UP-32-x-xxxx,13789,705299,2021,Nissan,Lucknow,705299
569,2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,32507,Petrol,1st Owner,GJ-06,29222,1570899,2020,MG,Ahmedabad,1556099
570,2017 Honda Brio 1.2 S MT I VTEC,MANUAL,41797,Petrol,2nd Owner,MP-04,7280,414799,2017,Honda,Indore,372399
571,2020 Renault Duster RXZ,MANUAL,11412,Petrol,1st Owner,MH-12,17123,1023799,2020,Renault,Pune,911799
572,2012 Hyundai i20 SPORTZ 1.2 O,MANUAL,82883,Petrol,2nd Owner,WB-02,5654,294199,2012,Hyundai,Kolkata,289199
573,2022 Renault Kiger RXZ 1.0 MT,Manual,5952,Petrol,1st Owner,RJ-07,17553,939699,2022,Renault,Jaipur,934699
574,2021 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,15810,Petrol + CNG,1st Owner,DL-8C,13202,685199,2021,Maruti,New Delhi,675299
575,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,94896,Petrol,1st Owner,RJ-45,10367,530299,2019,Hyundai,Jaipur,530299
576,2014 Ford Ecosport 1.5 TITANIUMTDCI OPT,MANUAL,67574,Diesel,1st Owner,MH-46,11425,597699,2014,Ford,Mumbai,584399
577,2015 Toyota Camry 2.5 AT,AUTOMATIC,90272,Petrol,2nd Owner,MH-14,21793,1263799,2015,Toyota,Mumbai,1160499
578,2014 Honda City VX MT PETROL,MANUAL,89584,Petrol,2nd Owner,DL-10,11374,581799,2014,Honda,New Delhi,581799
579,2019 Jeep Compass LIMITED PLUS 2.0 4*4,MANUAL,34532,Diesel,1st Owner,TN-07-x-xxxx,37678,2048399,2019,Jeep,Chennai,2006399
580,2015 Hyundai Elite i20 ASTA 1.2,MANUAL,56564,Petrol,2nd Owner,DL-4C,10768,550799,2015,Hyundai,New Delhi,550799
581,2018 Mahindra Scorpio S3 2WD,MANUAL,57534,Diesel,1st Owner,DL-8C,18268,972799,2018,Mahindra,New Delhi,972799
